OPERA,MES,TIPOVUELO,SIGLADES,DIANOM,atraso_15
Grupo LATAM,6,I,Cancun,Sabado,0
Grupo LATAM,8,I,Lima,Sabado,0
Grupo LATAM,12,N,Iquique,Martes,1
Grupo LATAM,12,N,Punta Arenas,Viernes,0
Grupo LATAM,1,N,Calama,Jueves,0
Grupo LATAM,10,I,Lima,Martes,0
Sky Airline,1,I,Montevideo,Viernes,0
Sky Airline,12,N,Copiapo,Sabado,0
Grupo LATAM,8,I,Miami,Jueves,0
Delta Air,3,I,Atlanta,Sabado,0
Sky Airline,2,I,Buenos Aires,Jueves,0
Grupo LATAM,7,I,Guayaquil,Lunes,0
Grupo LATAM,10,N,Iquique,Sabado,0
Grupo LATAM,2,N,Puerto Montt,Jueves,0
Sky Airline,10,N,Concepcion,Miercoles,0
Sky Airline,11,N,Temuco,Domingo,0
Grupo LATAM,7,N,La Serena,Domingo,1
Sky Airline,1,N,Antofagasta,Sabado,0
Latin American Wings,7,I,Lima,Jueves,0
Grupo LATAM,1,I,Nueva York,Martes,0
Grupo LATAM,7,I,Sao Paulo,Jueves,1
Sky Airline,8,I,Buenos Aires,Domingo,0
Grupo LATAM,2,I,Mendoza,Domingo,0
Grupo LATAM,2,N,Arica,Jueves,0
Latin American Wings,4,I,Lima,Jueves,0
Copa Air,5,I,Ciudad de Panama,Miercoles,0
Grupo LATAM,1,N,Arica,Jueves,0
Grupo LATAM,6,I,Lima,Viernes,1
Grupo LATAM,6,I,Santa Cruz,Martes,0
Sky Airline,2,I,Cordoba,Lunes,0
Grupo LATAM,7,N,Balmaceda,Viernes,1
Sky Airline,12,N,Punta Arenas,Miercoles,0
Grupo LATAM,3,N,Puerto Montt,Lunes,0
Sky Airline,12,N,La Serena,Lunes,0
Sky Airline,1,I,Mendoza,Domingo,0
Grupo LATAM,7,N,Punta Arenas,Viernes,1
Grupo LATAM,11,I,Mendoza,Miercoles,0
Sky Airline,1,N,Antofagasta,Domingo,0
Copa Air,2,I,Ciudad de Panama,Viernes,0
Grupo LATAM,1,N,La Serena,Jueves,0
Grupo LATAM,4,I,Mendoza,Viernes,0
Aerolineas Argentinas,4,I,Buenos Aires,Jueves,0
Grupo LATAM,6,N,Antofagasta,Domingo,0
Grupo LATAM,3,N,Puerto Montt,Sabado,0
Grupo LATAM,1,I,Cordoba,Domingo,0
Grupo LATAM,10,I,Lima,Lunes,0
Latin American Wings,4,I,Lima,Lunes,0
Grupo LATAM,1,I,Miami,Lunes,1
Grupo LATAM,9,I,Lima,Jueves,0
Grupo LATAM,1,N,Calama,Martes,0
Sky Airline,1,N,Calama,Martes,0
Grupo LATAM,5,I,Cordoba,Domingo,1
Sky Airline,3,I,Lima,Miercoles,0
Sky Airline,7,N,Calama,Miercoles,0
Aerolineas Argentinas,5,I,Buenos Aires,Lunes,0
Grupo LATAM,11,N,Balmaceda,Miercoles,0
Sky Airline,11,N,Puerto Montt,Domingo,0
Grupo LATAM,4,N,Temuco,Viernes,1
K.L.M.,11,I,Buenos Aires,Sabado,0
Grupo LATAM,5,N,Puerto Montt,Martes,0
Copa Air,8,I,Ciudad de Panama,Martes,0
Grupo LATAM,4,N,Arica,Domingo,0
Sky Airline,5,I,Montevideo,Jueves,0
Grupo LATAM,1,I,Lima,Martes,1
Grupo LATAM,1,N,Puerto Montt,Lunes,0
Grupo LATAM,1,N,Balmaceda,Domingo,0
Grupo LATAM,7,N,Calama,Martes,1
Grupo LATAM,9,N,Concepcion,Martes,0
Grupo LATAM,12,I,Rio de Janeiro,Martes,0
Sky Airline,3,N,Antofagasta,Lunes,0
Grupo LATAM,4,N,Calama,Sabado,0
British Airways,12,I,Londres,Domingo,0
Sky Airline,12,N,Calama,Sabado,0
Grupo LATAM,8,N,Copiapo,Lunes,1
Grupo LATAM,8,N,Punta Arenas,Jueves,0
Sky Airline,8,N,Iquique,Martes,0
Grupo LATAM,11,N,La Serena,Miercoles,0
Aeromexico,3,I,Ciudad de Mexico,Viernes,0
Grupo LATAM,5,I,Sao Paulo,Miercoles,0
Sky Airline,7,I,Buenos Aires,Jueves,0
Sky Airline,9,I,Lima,Jueves,0
Grupo LATAM,11,I,Lima,Martes,0
Grupo LATAM,10,N,Antofagasta,Jueves,0
Sky Airline,10,N,Calama,Miercoles,0
Grupo LATAM,4,N,Arica,Miercoles,0
Grupo LATAM,7,N,Calama,Lunes,1
Grupo LATAM,6,I,Sao Paulo,Lunes,0
Grupo LATAM,6,N,Calama,Viernes,1
Grupo LATAM,10,I,Lima,Martes,0
Grupo LATAM,8,N,Antofagasta,Martes,0
Sky Airline,5,N,Antofagasta,Jueves,1
Grupo LATAM,9,I,Miami,Jueves,1
Grupo LATAM,6,N,Antofagasta,Jueves,0
Sky Airline,7,I,Lima,Domingo,0
Sky Airline,3,N,Calama,Viernes,0
Sky Airline,11,N,Puerto Montt,Viernes,0
Grupo LATAM,8,I,Sao Paulo,Sabado,0
Grupo LATAM,1,N,Concepcion,Jueves,0
Sky Airline,10,I,Lima,Viernes,0
Grupo LATAM,11,I,Bogota,Sabado,0
Grupo LATAM,4,I,Mendoza,Viernes,0
Aeromexico,10,I,Ciudad de Mexico,Martes,0
Grupo LATAM,10,N,Iquique,Miercoles,1
Sky Airline,10,N,Punta Arenas,Jueves,1
Sky Airline,3,N,Antofagasta,Jueves,0
Sky Airline,2,N,Iquique,Jueves,0
Grupo LATAM,11,I,Sao Paulo,Domingo,1
Grupo LATAM,7,N,Calama,Jueves,0
Latin American Wings,11,I,Mendoza,Viernes,1
Grupo LATAM,4,N,Calama,Lunes,0
Grupo LATAM,12,N,Puerto Montt,Domingo,0
Sky Airline,3,N,Calama,Viernes,0
American Airlines,12,I,Dallas,Domingo,0
Grupo LATAM,4,I,Lima,Domingo,0
Grupo LATAM,12,N,Antofagasta,Domingo,1
Sky Airline,9,N,Osorno,Miercoles,0
Aerolineas Argentinas,7,I,Buenos Aires,Lunes,1
Grupo LATAM,11,N,Puerto Montt,Miercoles,0
Sky Airline,12,N,Antofagasta,Miercoles,0
Grupo LATAM,12,N,Copiapo,Domingo,0
Grupo LATAM,2,N,Iquique,Martes,0
Grupo LATAM,8,I,Montevideo,Jueves,0
Grupo LATAM,12,N,Calama,Viernes,0
Sky Airline,10,N,Calama,Viernes,1
Grupo LATAM,3,N,Puerto Montt,Jueves,0
Grupo LATAM,10,I,Buenos Aires,Lunes,0
Copa Air,7,I,Ciudad de Panama,Miercoles,0
Grupo LATAM,12,I,Bogota,Miercoles,1
Grupo LATAM,4,I,Lima,Sabado,0
Grupo LATAM,7,N,Copiapo,Jueves,0
Grupo LATAM,9,N,Antofagasta,Lunes,0
Grupo LATAM,5,N,Calama,Miercoles,0
Grupo LATAM,2,I,Lima,Domingo,0
Alitalia,2,I,Roma,Sabado,0
Sky Airline,5,N,Copiapo,Martes,1
Iberia,10,I,Madrid,Lunes,0
Sky Airline,7,N,Punta Arenas,Martes,1
Sky Airline,11,N,Antofagasta,Viernes,1
Sky Airline,6,I,Lima,Jueves,0
Sky Airline,1,N,Antofagasta,Lunes,1
Grupo LATAM,11,I,Buenos Aires,Domingo,1
Grupo LATAM,8,N,Antofagasta,Martes,0
Sky Airline,7,N,Puerto Montt,Martes,1
Grupo LATAM,8,N,Balmaceda,Lunes,0
Grupo LATAM,7,N,Puerto Montt,Lunes,0
Gol Trans,9,I,Sao Paulo,Martes,0
Grupo LATAM,7,N,Punta Arenas,Miercoles,0
Sky Airline,12,N,Calama,Martes,0
Sky Airline,5,N,Calama,Jueves,0
Grupo LATAM,5,N,Arica,Viernes,0
Qantas Airways,8,I,Sydney,Domingo,0
Sky Airline,11,N,La Serena,Miercoles,0
Gol Trans,10,I,Sao Paulo,Martes,1
Sky Airline,9,N,Copiapo,Viernes,0
Sky Airline,8,N,Puerto Montt,Lunes,1
Copa Air,3,I,Ciudad de Panama,Martes,0
Grupo LATAM,9,N,Antofagasta,Jueves,0
Sky Airline,9,N,Copiapo,Domingo,0
Grupo LATAM,3,I,Mendoza,Viernes,0
Copa Air,1,I,Ciudad de Panama,Jueves,0
Iberia,9,I,Madrid,Martes,0
Grupo LATAM,12,N,Isla de Pascua,Jueves,0
Grupo LATAM,5,I,Rio de Janeiro,Miercoles,0
Iberia,2,I,Madrid,Jueves,0
Grupo LATAM,1,N,Antofagasta,Martes,0
Aerolineas Argentinas,6,I,Buenos Aires,Sabado,0
Grupo LATAM,7,I,Sao Paulo,Sabado,1
Copa Air,6,I,Ciudad de Panama,Jueves,0
Aerolineas Argentinas,3,I,Buenos Aires,Jueves,0
Sky Airline,7,N,Concepcion,Domingo,0
Grupo LATAM,9,N,Calama,Martes,1
Grupo LATAM,7,N,Temuco,Lunes,0
Lacsa,10,I,Lima,Lunes,0
Grupo LATAM,12,N,Concepcion,Lunes,0
Grupo LATAM,4,I,Sao Paulo,Martes,0
Grupo LATAM,7,I,Sao Paulo,Lunes,1
Gol Trans,7,I,Sao Paulo,Miercoles,1
Sky Airline,6,I,Lima,Miercoles,0
Aerolineas Argentinas,11,I,Buenos Aires,Martes,0
Avianca,6,I,Lima,Lunes,0
Grupo LATAM,3,N,Iquique,Jueves,1
Oceanair Linhas Aereas,11,I,Sao Paulo,Viernes,0
Aerolineas Argentinas,11,I,Buenos Aires,Miercoles,0
Sky Airline,5,N,Iquique,Lunes,0
Grupo LATAM,4,N,Copiapo,Jueves,0
Grupo LATAM,10,N,Concepcion,Jueves,0
Sky Airline,2,N,Arica,Domingo,1
Grupo LATAM,10,I,Sao Paulo,Lunes,1
Grupo LATAM,1,N,Iquique,Miercoles,1
Sky Airline,8,N,Puerto Montt,Sabado,0
Grupo LATAM,6,N,Calama,Jueves,0
Grupo LATAM,2,N,Puerto Montt,Lunes,0
Grupo LATAM,2,N,Copiapo,Viernes,0
Grupo LATAM,1,N,Concepcion,Miercoles,0
JetSmart SPA,12,N,Puerto Montt,Domingo,0
Sky Airline,7,I,Lima,Viernes,1
Grupo LATAM,6,N,Concepcion,Sabado,0
Grupo LATAM,4,I,Lima,Lunes,1
Sky Airline,8,I,Lima,Domingo,0
Grupo LATAM,7,I,Rio de Janeiro,Domingo,1
Grupo LATAM,9,I,Mendoza,Viernes,1
Grupo LATAM,7,I,Lima,Sabado,0
Grupo LATAM,9,N,Concepcion,Miercoles,0
Grupo LATAM,1,N,Iquique,Domingo,0
Sky Airline,6,N,Antofagasta,Lunes,0
Grupo LATAM,8,I,Bogota,Domingo,0
Oceanair Linhas Aereas,10,I,Sao Paulo,Jueves,1
Avianca,7,I,Lima,Martes,1
Grupo LATAM,11,N,Puerto Montt,Lunes,0
Grupo LATAM,3,N,Antofagasta,Domingo,0
Grupo LATAM,12,I,Florianapolis,Sabado,0
Gol Trans,8,I,Sao Paulo,Martes,1
Grupo LATAM,8,N,Puerto Montt,Jueves,0
Grupo LATAM,4,I,Lima,Domingo,0
Grupo LATAM,3,I,Buenos Aires,Jueves,0
Sky Airline,6,N,Iquique,Lunes,1
Grupo LATAM,7,N,Calama,Martes,0
Sky Airline,1,N,Temuco,Domingo,1
Sky Airline,2,N,Valdivia,Viernes,0
Sky Airline,4,N,Calama,Domingo,0
Grupo LATAM,10,N,Calama,Martes,0
Sky Airline,4,N,Temuco,Domingo,0
Sky Airline,12,N,Calama,Domingo,1
Grupo LATAM,12,N,Puerto Montt,Martes,0
Sky Airline,8,N,Temuco,Domingo,0
Grupo LATAM,12,I,Sao Paulo,Martes,0
Grupo LATAM,11,N,Punta Arenas,Domingo,0
Grupo LATAM,12,N,Temuco,Miercoles,0
Grupo LATAM,2,I,Buenos Aires,Viernes,1
Grupo LATAM,1,N,Antofagasta,Jueves,0
Grupo LATAM,10,N,Antofagasta,Miercoles,0
Sky Airline,10,N,Calama,Martes,0
Sky Airline,9,N,Concepcion,Miercoles,0
Grupo LATAM,2,I,Buenos Aires,Viernes,0
Grupo LATAM,1,I,Montevideo,Miercoles,1
Sky Airline,7,N,Concepcion,Sabado,0
Air Canada,2,I,Toronto,Viernes,0
Grupo LATAM,10,N,Calama,Domingo,1
Sky Airline,8,N,Arica,Viernes,1
Latin American Wings,1,I,Lima,Viernes,0
JetSmart SPA,12,N,La Serena,Martes,0
Grupo LATAM,11,N,Puerto Montt,Lunes,0
Grupo LATAM,6,N,Concepcion,Miercoles,0
Grupo LATAM,2,N,Puerto Montt,Jueves,1
Sky Airline,1,N,Antofagasta,Miercoles,0
Avianca,11,I,Lima,Jueves,0
Qantas Airways,5,I,Sydney,Viernes,0
Sky Airline,10,N,La Serena,Domingo,0
Sky Airline,1,N,Calama,Viernes,0
Grupo LATAM,1,N,Temuco,Jueves,0
Sky Airline,12,I,Florianapolis,Miercoles,1
Grupo LATAM,10,N,Punta Arenas,Miercoles,0
Grupo LATAM,11,N,Concepcion,Lunes,0
Sky Airline,2,N,Arica,Domingo,0
Grupo LATAM,10,I,Sao Paulo,Martes,0
Grupo LATAM,3,N,Antofagasta,Sabado,0
Grupo LATAM,2,N,Calama,Lunes,0
Grupo LATAM,6,I,Bogota,Martes,0
Sky Airline,12,I,Mendoza,Viernes,1
JetSmart SPA,10,N,Antofagasta,Martes,0
Grupo LATAM,12,N,Antofagasta,Miercoles,0
Grupo LATAM,7,I,Bogota,Sabado,0
Grupo LATAM,10,I,Sao Paulo,Sabado,0
Grupo LATAM,8,I,Madrid,Sabado,0
Sky Airline,8,N,Copiapo,Miercoles,0
Sky Airline,12,N,Arica,Miercoles,0
Sky Airline,4,N,Arica,Viernes,0
Grupo LATAM,7,N,Antofagasta,Lunes,0
Sky Airline,4,I,Mendoza,Sabado,0
Grupo LATAM,3,I,Mendoza,Domingo,0
Grupo LATAM,2,N,Antofagasta,Miercoles,0
Grupo LATAM,11,N,Antofagasta,Viernes,0
Aerolineas Argentinas,4,I,Buenos Aires,Sabado,0
Grupo LATAM,6,I,Lima,Miercoles,0
Grupo LATAM,6,I,Los Angeles,Domingo,1
Grupo LATAM,10,I,Lima,Martes,0
Grupo LATAM,2,I,Mendoza,Jueves,0
Avianca,6,I,Bogota,Sabado,0
Grupo LATAM,7,N,Copiapo,Martes,0
Grupo LATAM,3,N,Balmaceda,Sabado,0
Sky Airline,4,N,Concepcion,Viernes,0
Sky Airline,7,N,Copiapo,Viernes,0
Grupo LATAM,9,N,Temuco,Jueves,0
Grupo LATAM,7,N,Concepcion,Viernes,1
Grupo LATAM,2,N,Temuco,Domingo,1
Grupo LATAM,12,N,La Serena,Jueves,0
Sky Airline,1,N,Antofagasta,Viernes,0
Sky Airline,6,N,Iquique,Miercoles,0
Sky Airline,9,N,Punta Arenas,Martes,0
Aerolineas Argentinas,7,I,Buenos Aires,Lunes,0
Aerolineas Argentinas,2,I,Buenos Aires,Lunes,0
Grupo LATAM,10,N,Calama,Viernes,0
Sky Airline,5,N,Puerto Montt,Lunes,0
Grupo LATAM,8,N,Iquique,Viernes,0
Sky Airline,11,N,Antofagasta,Domingo,0
JetSmart SPA,10,N,Calama,Lunes,0
Sky Airline,12,N,Puerto Montt,Martes,1
Grupo LATAM,10,N,Arica,Viernes,0
Grupo LATAM,8,I,Buenos Aires,Viernes,0
Grupo LATAM,5,I,Lima,Miercoles,0
Aerolineas Argentinas,12,I,Buenos Aires,Jueves,0
Aerolineas Argentinas,7,I,Buenos Aires,Martes,1
Grupo LATAM,7,N,Antofagasta,Sabado,1
Grupo LATAM,8,N,Puerto Montt,Domingo,0
Grupo LATAM,6,N,Antofagasta,Jueves,0
Grupo LATAM,7,I,Buenos Aires,Jueves,0
Grupo LATAM,3,N,Puerto Montt,Miercoles,0
Grupo LATAM,8,N,Iquique,Miercoles,0
Sky Airline,11,N,Concepcion,Lunes,1
Sky Airline,5,N,Iquique,Miercoles,0
Grupo LATAM,8,N,Iquique,Domingo,0
Grupo LATAM,8,N,Iquique,Sabado,0
Grupo LATAM,6,I,La Paz,Miercoles,0
Grupo LATAM,6,I,Lima,Viernes,0
Grupo LATAM,5,N,Isla de Pascua,Sabado,0
Grupo LATAM,1,N,Punta Arenas,Jueves,0
Sky Airline,10,N,Antofagasta,Viernes,0
Grupo LATAM,10,I,Madrid,Domingo,0
Grupo LATAM,6,N,Copiapo,Viernes,0
Grupo LATAM,3,N,Antofagasta,Martes,0
Sky Airline,10,I,Lima,Viernes,0
Sky Airline,3,N,Iquique,Domingo,0
Grupo LATAM,11,N,Calama,Miercoles,1
Grupo LATAM,2,N,Arica,Lunes,1
Sky Airline,1,N,La Serena,Sabado,1
Sky Airline,8,N,La Serena,Domingo,0
Sky Airline,10,N,Iquique,Jueves,0
Sky Airline,3,N,Puerto Montt,Martes,0
Grupo LATAM,5,I,Cordoba,Domingo,0
Grupo LATAM,5,N,La Serena,Viernes,0
Grupo LATAM,8,N,Antofagasta,Jueves,0
Grupo LATAM,2,I,Lima,Viernes,0
Grupo LATAM,10,N,Concepcion,Domingo,0
Grupo LATAM,12,N,La Serena,Viernes,0
Grupo LATAM,4,I,Bogota,Jueves,1
Grupo LATAM,9,I,Lima,Viernes,0
Grupo LATAM,6,N,Puerto Montt,Sabado,0
Grupo LATAM,5,N,Concepcion,Domingo,0
Sky Airline,6,N,Iquique,Jueves,0
Grupo LATAM,8,I,Miami,Jueves,0
Sky Airline,2,I,Lima,Lunes,0
Sky Airline,8,N,Iquique,Sabado,0
Grupo LATAM,11,N,Concepcion,Sabado,0
Grupo LATAM,1,N,Antofagasta,Domingo,1
Grupo LATAM,10,N,Iquique,Viernes,0
Grupo LATAM,8,I,Lima,Sabado,0
Sky Airline,5,N,Antofagasta,Sabado,0
Sky Airline,2,N,Antofagasta,Miercoles,0
Sky Airline,12,N,Puerto Montt,Sabado,1
Grupo LATAM,12,I,Buenos Aires,Sabado,0
Aerolineas Argentinas,9,I,Buenos Aires,Lunes,0
Grupo LATAM,4,N,Antofagasta,Jueves,0
Air Canada,9,I,Toronto,Jueves,0
Grupo LATAM,5,I,Buenos Aires,Lunes,0
Avianca,1,I,Bogota,Jueves,0
Latin American Wings,4,I,Lima,Miercoles,0
Grupo LATAM,4,I,Rio de Janeiro,Lunes,0
Latin American Wings,1,I,Lima,Viernes,1
Grupo LATAM,8,N,Calama,Domingo,0
Grupo LATAM,2,I,Lima,Miercoles,0
Copa Air,5,I,Ciudad de Panama,Sabado,0
Sky Airline,1,N,Arica,Miercoles,0
Grupo LATAM,6,N,Iquique,Sabado,0
Sky Airline,1,N,Calama,Lunes,0
Sky Airline,9,N,Calama,Domingo,0
JetSmart SPA,8,N,Calama,Martes,0
Grupo LATAM,1,N,Temuco,Miercoles,0
Grupo LATAM,9,N,Antofagasta,Jueves,0
Grupo LATAM,8,I,Montevideo,Martes,0
Grupo LATAM,2,I,Buenos Aires,Martes,0
Grupo LATAM,12,N,Concepcion,Martes,0
Grupo LATAM,7,I,Asuncion,Lunes,1
Sky Airline,11,N,Concepcion,Viernes,0
Sky Airline,7,N,Valdivia,Lunes,1
Sky Airline,10,N,Puerto Montt,Viernes,1
Copa Air,10,I,Ciudad de Panama,Domingo,0
Grupo LATAM,9,I,Rio de Janeiro,Jueves,0
Grupo LATAM,5,I,Madrid,Sabado,0
Grupo LATAM,1,I,Sao Paulo,Martes,0
Grupo LATAM,7,N,Calama,Miercoles,0
Grupo LATAM,10,I,Auckland N.Z.,Miercoles,1
Sky Airline,11,N,Valdivia,Martes,0
JetSmart SPA,8,N,Antofagasta,Martes,1
Grupo LATAM,12,I,Sao Paulo,Miercoles,0
Grupo LATAM,4,N,Iquique,Viernes,0
Grupo LATAM,12,N,Calama,Sabado,1
Sky Airline,2,N,Puerto Montt,Viernes,0
Sky Airline,12,N,Arica,Sabado,0
Sky Airline,8,N,Valdivia,Martes,0
Grupo LATAM,11,N,Calama,Martes,0
Grupo LATAM,8,I,Lima,Lunes,0
Grupo LATAM,2,I,Guayaquil,Sabado,0
Grupo LATAM,5,I,Sao Paulo,Viernes,0
Grupo LATAM,9,N,Concepcion,Domingo,0
Avianca,1,I,Bogota,Miercoles,1
Copa Air,7,I,Ciudad de Panama,Domingo,0
Grupo LATAM,2,N,Temuco,Domingo,0
Grupo LATAM,1,N,Calama,Miercoles,0
Grupo LATAM,2,N,Balmaceda,Domingo,0
Copa Air,2,I,Ciudad de Panama,Jueves,0
Sky Airline,12,N,Valdivia,Domingo,0
Grupo LATAM,8,N,Arica,Domingo,0
Grupo LATAM,8,N,Puerto Montt,Viernes,0
Grupo LATAM,7,N,Calama,Martes,1
Grupo LATAM,9,I,Mendoza,Jueves,0
Grupo LATAM,2,N,Concepcion,Martes,0
Grupo LATAM,5,I,Bogota,Miercoles,0
Grupo LATAM,8,I,Nueva York,Viernes,0
Air France,4,I,Paris,Jueves,0
Grupo LATAM,9,N,Copiapo,Lunes,1
Sky Airline,4,N,Temuco,Miercoles,0
Sky Airline,1,N,Arica,Domingo,1
Grupo LATAM,2,I,Florianapolis,Miercoles,0
Sky Airline,1,N,Calama,Martes,0
Grupo LATAM,5,N,Iquique,Sabado,0
Grupo LATAM,7,I,Sao Paulo,Miercoles,1
Grupo LATAM,5,N,Concepcion,Viernes,0
Copa Air,12,I,Ciudad de Panama,Sabado,0
Sky Airline,3,N,Concepcion,Viernes,0
Grupo LATAM,11,I,Sao Paulo,Martes,0
Grupo LATAM,3,N,Puerto Montt,Miercoles,0
Oceanair Linhas Aereas,12,I,Sao Paulo,Sabado,0
Sky Airline,3,N,Puerto Montt,Viernes,0
Grupo LATAM,2,N,Concepcion,Jueves,0
Grupo LATAM,7,N,Temuco,Domingo,0
Grupo LATAM,6,I,Nueva York,Viernes,0
Grupo LATAM,11,I,Lima,Sabado,0
Grupo LATAM,7,N,Concepcion,Jueves,0
Copa Air,11,I,Ciudad de Panama,Martes,0
Sky Airline,1,N,Concepcion,Lunes,0
Latin American Wings,5,I,Lima,Martes,0
Copa Air,4,I,Ciudad de Panama,Domingo,0
Grupo LATAM,2,N,Temuco,Jueves,0
Grupo LATAM,4,N,Antofagasta,Martes,1
Sky Airline,2,I,Montevideo,Martes,0
Grupo LATAM,11,N,Temuco,Jueves,0
Sky Airline,4,N,La Serena,Sabado,0
Grupo LATAM,7,I,Rio de Janeiro,Jueves,0
Grupo LATAM,1,I,Mendoza,Sabado,0
Grupo LATAM,11,N,Concepcion,Domingo,0
Sky Airline,12,N,Puerto Montt,Lunes,0
Sky Airline,12,I,Lima,Miercoles,0
Sky Airline,5,N,Concepcion,Viernes,1
Grupo LATAM,2,N,Balmaceda,Lunes,0
Grupo LATAM,1,I,Rio de Janeiro,Sabado,0
Grupo LATAM,8,N,Antofagasta,Viernes,0
Grupo LATAM,3,I,Florianapolis,Miercoles,0
Grupo LATAM,9,N,Concepcion,Sabado,0
Sky Airline,10,N,Calama,Jueves,0
Grupo LATAM,8,I,Lima,Viernes,0
Grupo LATAM,9,I,Buenos Aires,Martes,0
Grupo LATAM,9,I,Florianapolis,Sabado,1
Grupo LATAM,10,N,Calama,Lunes,1
Grupo LATAM,9,N,Punta Arenas,Viernes,0
Sky Airline,9,N,Iquique,Lunes,0
Grupo LATAM,7,N,Temuco,Domingo,0
Sky Airline,8,N,Puerto Montt,Sabado,0
Grupo LATAM,4,N,Antofagasta,Martes,0
Grupo LATAM,8,N,Antofagasta,Miercoles,0
Grupo LATAM,1,N,Concepcion,Jueves,0
Latin American Wings,3,I,Lima,Martes,0
Grupo LATAM,9,I,Bogota,Martes,0
Grupo LATAM,8,I,Miami,Jueves,0
JetSmart SPA,11,N,Concepcion,Jueves,0
Aerolineas Argentinas,1,I,Buenos Aires,Lunes,0
Grupo LATAM,10,N,Concepcion,Lunes,0
Air Canada,6,I,Toronto,Lunes,0
Latin American Wings,6,N,Puerto Montt,Jueves,0
Grupo LATAM,5,N,Copiapo,Domingo,0
Copa Air,7,I,Ciudad de Panama,Viernes,1
Sky Airline,11,N,Punta Arenas,Domingo,0
Sky Airline,11,N,Iquique,Jueves,0
Grupo LATAM,10,N,Calama,Martes,0
Grupo LATAM,11,I,Cordoba,Miercoles,1
Sky Airline,5,N,Antofagasta,Domingo,0
Aerolineas Argentinas,10,I,Buenos Aires,Sabado,1
Sky Airline,4,N,Calama,Jueves,0
Grupo LATAM,4,N,Temuco,Miercoles,0
Grupo LATAM,3,N,Temuco,Viernes,0
Grupo LATAM,7,N,La Serena,Lunes,0
Latin American Wings,7,I,Mendoza,Lunes,0
Sky Airline,9,N,Puerto Montt,Viernes,1
Grupo LATAM,6,I,Rio de Janeiro,Lunes,0
Grupo LATAM,9,N,Temuco,Viernes,0
Grupo LATAM,10,N,Puerto Montt,Domingo,1
Grupo LATAM,9,I,Rio de Janeiro,Lunes,0
Grupo LATAM,2,N,Temuco,Domingo,0
Grupo LATAM,4,I,Lima,Miercoles,0
Grupo LATAM,8,I,Mendoza,Sabado,0
Grupo LATAM,9,N,Calama,Martes,0
Gol Trans,3,I,Florianapolis,Viernes,0
Grupo LATAM,6,N,Calama,Jueves,0
Grupo LATAM,7,I,Lima,Miercoles,0
Grupo LATAM,12,N,Copiapo,Viernes,0
Sky Airline,9,N,Calama,Viernes,0
Grupo LATAM,2,N,Temuco,Sabado,0
Grupo LATAM,10,I,Sao Paulo,Miercoles,0
Grupo LATAM,5,I,Buenos Aires,Jueves,0
Grupo LATAM,5,I,Lima,Sabado,0
Grupo LATAM,11,N,Balmaceda,Miercoles,0
Grupo LATAM,7,I,Buenos Aires,Martes,1
Grupo LATAM,5,N,Calama,Lunes,0
Grupo LATAM,10,I,Lima,Lunes,0
Grupo LATAM,9,N,Arica,Martes,0
Sky Airline,6,N,Calama,Jueves,0
Grupo LATAM,8,N,Copiapo,Jueves,0
Grupo LATAM,6,N,Iquique,Domingo,0
Sky Airline,2,N,Copiapo,Martes,0
Plus Ultra Lineas Aereas,7,I,Madrid,Miercoles,1
Grupo LATAM,8,I,Buenos Aires,Jueves,0
Latin American Wings,11,I,Mendoza,Viernes,0
Grupo LATAM,10,I,Nueva York,Viernes,0
Grupo LATAM,11,I,Bogota,Domingo,0
Grupo LATAM,1,N,Temuco,Miercoles,0
Grupo LATAM,2,N,La Serena,Domingo,0
Sky Airline,2,I,Mendoza,Miercoles,0
Copa Air,4,I,Ciudad de Panama,Sabado,0
Grupo LATAM,1,I,Guayaquil,Domingo,1
American Airlines,1,I,Miami,Martes,0
United Airlines,2,I,Houston,Viernes,0
Sky Airline,6,I,Lima,Sabado,1
Sky Airline,3,N,Temuco,Domingo,0
Grupo LATAM,3,N,Arica,Viernes,0
Grupo LATAM,3,N,La Serena,Miercoles,0
Grupo LATAM,4,N,Iquique,Lunes,0
Grupo LATAM,3,N,Antofagasta,Viernes,0
Sky Airline,1,I,Cordoba,Viernes,1
Grupo LATAM,9,N,Arica,Jueves,0
Sky Airline,10,N,Calama,Viernes,1
Grupo LATAM,7,N,Puerto Montt,Viernes,0
Grupo LATAM,10,N,Concepcion,Lunes,0
Grupo LATAM,2,N,Puerto Montt,Viernes,0
Grupo LATAM,11,N,Antofagasta,Jueves,0
Latin American Wings,12,I,Mendoza,Domingo,0
Grupo LATAM,3,I,Mendoza,Viernes,0
Grupo LATAM,1,I,Nueva York,Miercoles,1
JetSmart SPA,11,N,Calama,Miercoles,0
Grupo LATAM,10,I,Bogota,Miercoles,0
Grupo LATAM,8,N,Concepcion,Martes,0
Copa Air,6,I,Ciudad de Panama,Viernes,0
Sky Airline,11,N,Antofagasta,Martes,0
Grupo LATAM,6,N,Concepcion,Domingo,0
K.L.M.,3,I,Buenos Aires,Martes,0
Grupo LATAM,12,I,Montevideo,Jueves,0
Grupo LATAM,1,I,Rio de Janeiro,Miercoles,0
JetSmart SPA,11,N,Temuco,Miercoles,0
Grupo LATAM,8,N,Puerto Montt,Jueves,0
Grupo LATAM,6,N,Antofagasta,Domingo,0
